period,pair,repeat,classifier_group,window,block_id,trade_start,trade_end,feedback_end,fallback_model,status,selected_tau,threshold_quantile,raw_threshold,history_blocks,history_days,informative_days,cdf_days,low_mode_advantage,high_mode_advantage,policy_advantage_mean,policy_advantage_lcb,fit_start_date,fit_end_date,history_blocks_before,history_days_before,history_end_before,history_blocks_after,history_days_after,history_end_after,block_decision_days,block_informative_days,outcomes_added_only_after_block
2020,ppo_sac,11,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.295,0.1546192126202229,5,310,263.0,252.0,0.0004676863046615,-0.0004886833751968,-8.542680124457111e-06,-9.996639487237872e-05,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,30,True
2020,ppo_sac,11,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.15,0.155,0.1545965232434256,6,372,293.0,252.0,0.0004676863046615,-0.0004965296137988,-7.11890010371426e-06,-7.77346296952822e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,11,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.15,0.155,0.1545965232434256,7,434,355.0,252.0,0.0004676863046615,-0.0004965296137988,3.11334544326376e-05,-6.287417160839016e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,5,True
2019,ppo_sac,13,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,ppo_sac,13,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,0,True
2019,ppo_sac,13,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,13,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,13,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.7150000000000001,,4,248,124.0,248.0,0.000472241772197,-3.655635800614565e-05,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,ppo_sac,13,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,fallback_insufficient_crossover_support,,0.895,,5,310,124.0,252.0,0.000472241772197,-3.655635800614565e-05,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,40,True
2020,ppo_sac,13,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.17,0.615,0.168886628644933,6,372,164.0,252.0,0.000472241772197,-0.0009121002296388,-1.2754810060608185e-06,-2.85927968140769e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,0,True
2020,ppo_sac,13,3,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.17,0.645,0.1735387799790658,7,434,164.0,252.0,0.000472241772197,-0.0009121002296388,3.614209937348341e-05,-3.98993101814365e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,21,True
2019,ppo_sac,13,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,ppo_sac,13,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,13,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,13,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,13,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,248.0,248.0,0.0003816704379557,-0.0005673156840054,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,ppo_sac,13,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,fallback_insufficient_crossover_support,,0.025,,5,310,310.0,252.0,0.0003621807873576,-0.0003681435269309,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,13,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,fallback_insufficient_crossover_support,,0.025,,6,372,372.0,252.0,0.0003621807873576,-0.0001928558692839,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,13,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,fallback_insufficient_crossover_support,,0.025,,7,434,434.0,252.0,0.0003621807873576,-0.000151033567394,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,12,4,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,ppo_sac,12,4,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,12,4,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,12,4,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,12,4,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,248.0,248.0,0.0003816704379557,-0.0005673156840054,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,ppo_sac,12,4,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.295,0.1546192126202229,5,310,310.0,252.0,0.0004080114874142,-0.0003681435269309,-2.8732677293588376e-05,-0.0001615150201612,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,12,4,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.15,0.155,0.1545965232434256,6,372,372.0,252.0,0.0003621807873576,-0.0004127912131987,-2.3943897744656982e-05,-0.0001268736964881,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,12,4,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.15,0.155,0.1545965232434256,7,434,434.0,252.0,0.0003621807873576,-0.0004127912131987,1.6712027883258123e-05,-9.852094528706494e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,13,2,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,ppo_sac,13,2,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,13,2,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,13,2,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,13,2,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,248.0,248.0,0.0003816704379557,-0.0004055686508739,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,ppo_sac,13,2,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.295,0.1546192126202229,5,310,310.0,252.0,0.0004080114874142,-0.0002036117403711,-3.6589912169172686e-05,-0.0001639010458993,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,13,2,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.15,0.155,0.1545965232434256,6,372,372.0,252.0,0.0003621807873576,-0.0003192339228019,-3.0491593474310568e-05,-0.0001295110542646,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,13,2,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.15,0.155,0.1545965232434256,7,434,434.0,252.0,0.0003621807873576,-0.0003192339228019,1.1099717257840762e-05,-0.0001031131822521,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,12,5,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,53,True
2019,ppo_sac,12,5,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,12,5,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,12,5,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,57,True
2020,ppo_sac,12,5,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,234.0,248.0,0.0003816704379557,-0.0024866677280138,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,29,True
2020,ppo_sac,12,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.295,0.1546192126202229,5,310,263.0,252.0,0.0004676863046615,-0.0004886833751968,-8.542680124457111e-06,-9.996639487237872e-05,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,52,True
2020,ppo_sac,12,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.15,0.155,0.1545965232434256,6,372,315.0,252.0,0.0004676863046615,-0.0004604457289342,-7.11890010371426e-06,-7.77346296952822e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,12,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.15,0.155,0.1545965232434256,7,434,377.0,252.0,0.0004676863046615,-0.0004604457289342,3.11334544326376e-05,-6.287417160839016e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,14,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,ppo_sac,14,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,14,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,14,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,14,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,248.0,248.0,0.0003816704379557,-0.0005673156840054,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,ppo_sac,14,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,fallback_insufficient_crossover_support,,0.025,,5,310,310.0,252.0,0.0003621807873576,-0.0003681435269309,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,14,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,fallback_insufficient_crossover_support,,0.025,,6,372,372.0,252.0,0.0003621807873576,-0.0001928558692839,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,14,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,fallback_insufficient_crossover_support,,0.025,,7,434,434.0,252.0,0.0003621807873576,-0.000151033567394,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,14,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,ppo_sac,14,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,14,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,14,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,0,True
2020,ppo_sac,14,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.7150000000000001,,4,248,124.0,248.0,0.0004460518597967,-0.0005000354219225,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,ppo_sac,14,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,fallback_insufficient_crossover_support,,0.895,,5,310,124.0,252.0,0.0004460518597967,-0.0005000354219225,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,14,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.17,0.7150000000000001,0.1745557424145086,6,372,186.0,252.0,0.0003063611935593,-0.0010127167129462,-1.1418105477553522e-05,-2.9926781085208724e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,50,True
2020,ppo_sac,14,3,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.17,0.645,0.1735387799790658,7,434,236.0,252.0,0.0003063611935593,-0.0010127167129462,-1.8317014919147333e-05,-3.84978644456606e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,21,True
2019,ppo_sac,13,4,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,ppo_sac,13,4,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,13,4,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,13,4,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,13,4,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,248.0,248.0,0.0003816704379557,-0.0005673156840054,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,ppo_sac,13,4,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.295,0.1546192126202229,5,310,310.0,252.0,0.0004080114874142,-0.0003681435269309,-2.8732677293588376e-05,-0.0001615150201612,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,13,4,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.15,0.155,0.1545965232434256,6,372,372.0,252.0,0.0003621807873576,-0.0004127912131987,-2.3943897744656982e-05,-0.0001268736964881,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,13,4,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.15,0.155,0.1545965232434256,7,434,434.0,252.0,0.0003621807873576,-0.0004127912131987,1.6712027883258123e-05,-9.852094528706494e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,14,2,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,ppo_sac,14,2,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,14,2,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,14,2,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,14,2,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,248.0,248.0,0.0003816704379557,-0.0004055686508739,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,ppo_sac,14,2,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.295,0.1546192126202229,5,310,310.0,252.0,0.0004080114874142,-0.0002036117403711,-3.6589912169172686e-05,-0.0001639010458993,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,14,2,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.15,0.155,0.1545965232434256,6,372,372.0,252.0,0.0003621807873576,-0.0003192339228019,-3.0491593474310568e-05,-0.0001295110542646,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,14,2,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.15,0.155,0.1545965232434256,7,434,434.0,252.0,0.0003621807873576,-0.0003192339228019,1.1099717257840762e-05,-0.0001031131822521,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,13,5,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,53,True
2019,ppo_sac,13,5,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,13,5,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,13,5,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,57,True
2020,ppo_sac,13,5,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,234.0,248.0,0.0003816704379557,-0.0024866677280138,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,28,True
2020,ppo_sac,13,5,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.295,0.1546192126202229,5,310,262.0,252.0,0.0004676863046615,-0.0004886833751968,2.6516773098602904e-06,-6.672885852241211e-05,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,29,True
2020,ppo_sac,13,5,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.15,0.155,0.1545965232434256,6,372,291.0,252.0,0.0004676863046615,-0.0004965296137988,2.209731091550242e-06,-5.134299258817025e-05,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,13,5,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.15,0.155,0.1545965232434256,7,434,353.0,252.0,0.0004676863046615,-0.0004965296137988,3.91294240285786e-05,-4.484580763908644e-05,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,15,1,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,ppo_sac,15,1,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,15,1,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,15,1,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,15,1,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,248.0,248.0,0.0003816704379557,-0.0005673156840054,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,ppo_sac,15,1,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,fallback_insufficient_crossover_support,,0.025,,5,310,310.0,252.0,0.0003621807873576,-0.0003681435269309,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,15,1,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,fallback_insufficient_crossover_support,,0.025,,6,372,372.0,252.0,0.0003621807873576,-0.0001914761606408,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,15,1,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,fallback_insufficient_crossover_support,,0.025,,7,434,434.0,252.0,0.0003621807873576,-0.000149866121619,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,15,3,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,0,True
2019,ppo_sac,15,3,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,0,True
2019,ppo_sac,15,3,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,0,True
2019,ppo_sac,15,3,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,0,True
2020,ppo_sac,15,3,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_informative_days,,,,4,248,0.0,248.0,,,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,0,True
2020,ppo_sac,15,3,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,fallback_insufficient_informative_days,,,,5,310,0.0,252.0,,,,,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,0,True
2020,ppo_sac,15,3,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,fallback_insufficient_informative_days,,,,6,372,0.0,252.0,,,,,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,0,True
2020,ppo_sac,15,3,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,fallback_insufficient_informative_days,,,,7,434,0.0,252.0,,,,,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,25,True
2019,ppo_sac,14,4,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
2019,ppo_sac,14,4,2,2019-window-2,2019-04-03,2019-07-02,2019-07-02,sac,warmup_collection,,,,1,62,,,,,,,,2019-04-02,1,62,2019-04-02,2,124,2019-07-02,62,62,True
2019,ppo_sac,14,4,3,2019-window-3,2019-07-03,2019-10-01,2019-10-01,ppo,warmup_collection,,,,2,124,,,,,,,,2019-07-02,2,124,2019-07-02,3,186,2019-10-01,62,62,True
2019,ppo_sac,14,4,4,2019-window-4,2019-10-02,2019-12-31,2019-12-31,ppo,warmup_collection,,,,3,186,,,,,,,,2019-10-01,3,186,2019-10-01,4,248,2019-12-31,62,62,True
2020,ppo_sac,14,4,1,2020-window-1,2020-01-02,2020-04-01,2020-04-01,ppo,fallback_insufficient_crossover_support,,0.055,,4,248,248.0,248.0,0.0003816704379557,-0.0005673156840054,,,2019-01-02,2019-12-31,4,248,2019-12-31,5,310,2020-04-01,62,62,True
2020,ppo_sac,14,4,2,2020-window-2,2020-04-02,2020-07-01,2020-07-01,ppo,selected,0.15,0.295,0.1546192126202229,5,310,310.0,252.0,0.0004080114874142,-0.0003681435269309,-3.0916986244339004e-05,-0.0001632431640584,2019-01-02,2020-04-01,5,310,2020-04-01,6,372,2020-07-01,62,62,True
2020,ppo_sac,14,4,3,2020-window-3,2020-07-02,2020-09-30,2020-09-30,sac,selected,0.15,0.155,0.1545965232434256,6,372,372.0,252.0,0.0003621807873576,-0.0004127912131987,-2.576415520361584e-05,-0.0001284150644921,2019-01-02,2020-07-01,6,372,2020-07-01,7,434,2020-09-30,62,62,True
2020,ppo_sac,14,4,4,2020-window-4,2020-10-01,2020-12-31,2020-12-31,ppo,selected,0.15,0.155,0.1545965232434256,7,434,434.0,252.0,0.0003621807873576,-0.0004127912131987,1.5151807204150533e-05,-0.0001002633064575,2019-01-02,2020-09-30,7,434,2020-09-30,8,497,2020-12-31,63,63,True
2019,ppo_sac,15,2,1,2019-window-1,2019-01-02,2019-04-02,2019-04-02,ppo,warmup_collection,,,,0,0,,,,,,,,,0,0,,1,62,2019-04-02,62,62,True
